,name,price,img
55,"Samsung Galaxy A52 (Black, 6GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers","27,499",https://m.media-amazon.com/images/I/81vfvRlSQfL._AC_UY218_.jpg
56,"Samsung Galaxy Tab A7 26.31 cm (10.4 inch), Slim Metal Body, Quad Speakers with Dolby Atmos, RAM 3 GB, ROM 32 GB Expandable, Wi-Fi-only, Grey","17,999",https://m.media-amazon.com/images/I/71g9138yHKL._AC_UY218_.jpg
57,"Samsung Galaxy M12 (White,6GB RAM, 128GB Storage) 6 Months Free Screen Replacement for Prime","13,499",https://m.media-amazon.com/images/I/71Y8rH2cJiL._AC_UY218_.jpg
58,"Samsung Galaxy A22 (Mint, 6GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers","18,499",https://m.media-amazon.com/images/I/81fE7-vbLhS._AC_UY218_.jpg
59,"Samsung T7 500GB Up to 1,050MB/s USB 3.2 Gen 2 (10Gbps, Type-C) External Solid State Drive (Portable SSD) Blue (MU-PC500H)","6,599",https://m.media-amazon.com/images/I/914qA39mK6L._AC_UY218_.jpg
60,"Samsung Galaxy M21 2021 Edition (Arctic Blue, 4GB RAM, 64GB Storage) | FHD+ sAMOLED | 6 Months Free Screen Replacement for Prime (SM-M215GLBDINS)","12,999",https://m.media-amazon.com/images/I/811lrGbXwIL._AC_UY218_.jpg
61,"OPPO F19 Pro+ 5G (Fluid Black, 8GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers","25,990",https://m.media-amazon.com/images/I/71nT6xat93L._AC_UY218_.jpg
62,"Samsung Galaxy A22 (Black, 6GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers","18,499",https://m.media-amazon.com/images/I/81Gc-sol2JS._AC_UY218_.jpg
63,"Samsung Galaxy Tab S6 Lite 26.31 cm (10.4 inch), S-Pen in Box, Slim and Light, Dolby Atmos Sound, 4 GB RAM, 64 GB ROM, Wi-Fi Tablet, Angora Blue","25,900",https://m.media-amazon.com/images/I/71YPN4cx3dL._AC_UY218_.jpg
64,"Samsung Galaxy M52 5G (Blazing Black, 8GB RAM, 128GB Storage) Latest Snapdragon 778G 5G | sAMOLED 120Hz Display","31,999",https://m.media-amazon.com/images/I/71b5BwTCcZL._AC_UY218_.jpg
